PROSPECTID,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,PL_Flag,pct_PL_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,Credit_Score
3228,Married,GRADUATE,41,M,45000,130,0.2,0,0.0,1,0,ConsumerLoan,677
21226,Single,POST-GRADUATE,24,M,21500,27,1.0,1,1.0,0,0,PL,657
32453,Single,UNDER GRADUATE,24,M,21000,102,1.0,0,1.0,0,0,PL,665
46112,Married,OTHERS,42,M,15000,191,0.0,0,0.0,1,0,others,679
26723,Married,UNDER GRADUATE,50,M,22000,77,0.143,0,0.0,0,0,others,703
13238,Married,GRADUATE,40,M,30000,101,0.667,0,0.0,0,0,ConsumerLoan,671
14093,Married,12TH,26,M,20000,63,0.6,1,0.0,0,0,ConsumerLoan,693
17059,Married,12TH,50,M,33000,121,0.0,0,0.0,1,0,others,697
38231,Married,12TH,22,M,25000,83,1.0,0,0.0,1,0,others,694
49493,Single,UNDER GRADUATE,23,M,15000,28,1.0,0,0.0,0,0,ConsumerLoan,681
35951,Married,GRADUATE,31,M,17500,41,1.0,0,0.0,1,0,CC,682
27461,Married,GRADUATE,32,M,40000,133,0.8,0,0.0,0,0,CC,669
43915,Single,UNDER GRADUATE,25,M,15000,71,0.5,0,0.0,1,0,others,697
30265,Married,12TH,25,M,15000,38,0.5,0,0.0,0,0,ConsumerLoan,669
23875,Married,GRADUATE,39,M,14350,157,0.667,0,1.0,0,0,PL,655
24738,Married,12TH,29,M,17000,80,1.0,0,0.0,0,0,others,673
8538,Single,12TH,23,M,30000,27,1.0,0,0.0,0,0,CC,664
49206,Married,GRADUATE,28,M,25000,46,0.375,0,0.0,0,0,ConsumerLoan,667
36462,Single,GRADUATE,26,M,78000,72,1.0,0,0.0,0,0,CC,687
15598,Married,GRADUATE,30,M,36000,65,0.167,0,0.0,1,0,others,717
31371,Single,12TH,33,M,30000,248,0.6,0,0.0,1,0,ConsumerLoan,665
28547,Married,12TH,32,M,20000,68,0.364,0,0.0,1,1,others,691
17396,Married,OTHERS,47,M,13000,30,0.2,0,0.0,1,0,ConsumerLoan,695
4912,Single,UNDER GRADUATE,30,M,18000,77,0.857,1,0.667,0,0,PL,666
43546,Married,GRADUATE,52,M,58000,150,0.0,1,0.0,1,0,others,703
3082,Married,12TH,38,M,15000,83,1.0,1,1.0,0,0,PL,684
35399,Single,GRADUATE,32,M,30000,71,0.75,0,0.0,1,0,ConsumerLoan,691
16390,Married,GRADUATE,32,M,78000,188,0.4,1,0.0,0,0,others,696
16534,Married,UNDER GRADUATE,31,M,30000,71,1.0,0,0.0,0,0,others,682
2119,Single,12TH,25,M,25000,81,0.5,1,1.0,0,0,ConsumerLoan,656
11169,Single,12TH,21,M,17000,83,1.0,0,0.0,0,0,others,672
31481,Single,GRADUATE,27,M,35000,84,0.5,0,0.0,0,0,others,700
50941,Married,GRADUATE,31,M,40000,181,1.0,0,0.0,1,0,others,683
36807,Married,SSC,34,F,21000,90,1.0,0,0.0,0,0,ConsumerLoan,655
30576,Single,UNDER GRADUATE,22,M,10500,24,0.0,0,0.0,0,0,ConsumerLoan,675
26649,Married,OTHERS,31,M,20000,126,0.0,0,0.0,0,0,ConsumerLoan,684
6211,Single,GRADUATE,22,M,50000,57,1.0,0,0.0,0,0,others,655
24508,Married,SSC,28,M,50000,186,0.4,0,0.0,1,0,others,682
39283,Married,GRADUATE,22,M,20000,188,1.0,0,0.0,0,0,HL,666
43357,Married,GRADUATE,27,M,15000,90,0.0,0,0.0,1,0,others,678
10663,Married,SSC,54,M,18000,103,0.5,0,0.0,1,0,ConsumerLoan,685
74,Married,SSC,38,M,10000,310,0.0,0,0.0,1,0,others,697
9019,Married,12TH,41,M,22000,102,0.097,0,0.0,1,0,ConsumerLoan,696
10647,Single,12TH,25,M,16000,38,0.5,0,0.0,0,1,ConsumerLoan,673
50151,Married,12TH,26,M,20000,185,0.0,0,0.0,0,0,others,704
20580,Married,UNDER GRADUATE,25,M,20000,48,0.182,0,0.0,0,0,ConsumerLoan,675
50833,Single,GRADUATE,24,M,55000,28,1.0,0,0.0,0,0,others,682
30061,Married,UNDER GRADUATE,60,M,22000,369,0.833,0,0.0,0,0,others,738
5888,Single,GRADUATE,21,M,15000,15,0.75,0,0.0,1,0,CC,678
37367,Married,OTHERS,56,M,25000,121,1.0,0,0.0,0,0,ConsumerLoan,664
36442,Single,GRADUATE,30,M,18000,66,0.429,1,0.286,0,0,PL,659
36115,Married,12TH,33,M,20000,126,0.8,1,1.0,0,0,PL,659
48704,Single,SSC,24,M,15000,47,1.0,0,1.0,0,0,ConsumerLoan,664
11661,Married,12TH,37,M,15000,30,0.278,1,0.25,1,0,PL,693
9634,Married,SSC,49,M,20000,245,0.25,0,0.0,1,0,ConsumerLoan,669
18896,Married,12TH,44,M,50000,309,0.0,0,0.0,0,0,others,670
49107,Married,UNDER GRADUATE,31,M,17000,150,0.5,0,0.0,0,0,ConsumerLoan,693
43829,Married,12TH,40,M,27000,128,0.6,0,1.0,1,0,ConsumerLoan,645
45650,Single,SSC,24,M,20000,102,1.0,0,0.0,0,0,others,673
33893,Single,SSC,28,M,15000,126,1.0,0,0.0,0,0,others,664
6004,Married,SSC,24,M,78000,128,1.0,0,0.0,0,0,others,699
12602,Single,12TH,21,F,18500,27,1.0,0,0.0,0,0,ConsumerLoan,681
110,Married,GRADUATE,37,F,45000,305,1.0,0,0.0,0,0,ConsumerLoan,668
35197,Single,12TH,21,M,20000,64,1.0,0,1.0,0,0,PL,668
9695,Married,12TH,40,F,16000,129,0.083,0,0.0,1,0,others,731
41404,Married,12TH,57,M,45000,39,1.0,0,0.0,0,0,others,687
48033,Married,SSC,25,M,14000,47,0.75,0,0.0,0,0,others,686
40416,Married,12TH,50,M,25000,63,0.0,0,0.0,0,0,others,699
26851,Married,GRADUATE,46,M,18000,251,0.625,1,0.0,0,0,PL,694
46372,Married,GRADUATE,31,M,32000,54,0.833,0,0.0,0,0,ConsumerLoan,651
51321,Married,POST-GRADUATE,34,M,32000,149,0.333,0,0.0,1,0,ConsumerLoan,688
5763,Married,SSC,54,M,55000,246,0.1,0,0.0,1,0,others,694
42847,Married,12TH,29,M,35000,42,1.0,0,0.0,0,0,others,695
9228,Married,OTHERS,48,M,16000,28,0.0,0,0.0,0,0,others,675
12623,Married,OTHERS,24,M,30000,128,1.0,0,0.0,0,0,ConsumerLoan,663
22712,Married,GRADUATE,42,M,21000,63,0.667,0,0.0,0,0,ConsumerLoan,720
37782,Married,GRADUATE,29,M,32000,72,0.571,0,0.667,0,0,PL,689
1832,Married,12TH,32,M,20000,95,1.0,0,0.0,0,0,CC,672
11709,Married,GRADUATE,39,M,28000,250,1.0,0,0.0,0,1,others,698
37156,Married,SSC,43,M,20000,207,0.5,0,0.0,0,0,AL,707
35701,Married,SSC,35,M,14500,57,0.0,0,0.0,1,0,others,682
30681,Single,12TH,26,M,18000,71,1.0,0,0.0,0,0,ConsumerLoan,685
41014,Single,GRADUATE,32,M,30000,78,0.143,0,0.0,1,0,ConsumerLoan,676
7304,Married,12TH,35,M,22500,191,0.0,0,0.0,1,0,ConsumerLoan,666
34936,Married,GRADUATE,30,M,15000,42,0.0,0,0.0,1,0,ConsumerLoan,673
12293,Married,12TH,25,M,17000,41,0.0,0,0.0,0,0,others,672
27776,Married,UNDER GRADUATE,47,M,25000,53,0.0,0,0.0,1,0,others,705
38741,Married,OTHERS,35,M,20000,61,1.0,0,0.0,0,0,ConsumerLoan,671
7264,Single,POST-GRADUATE,34,M,33500,79,0.5,0,0.0,0,0,CC,697
35391,Single,POST-GRADUATE,37,M,25000,29,0.6,0,0.0,0,0,CC,672
34805,Married,OTHERS,58,M,18000,245,0.038,0,0.0,1,0,others,683
24239,Married,GRADUATE,42,M,19000,95,0.5,1,0.0,1,0,others,697
43335,Single,GRADUATE,23,M,15000,46,0.0,0,1.0,0,0,PL,656
17003,Single,UNDER GRADUATE,28,M,20000,88,1.0,0,0.0,0,0,ConsumerLoan,673
51194,Single,12TH,23,M,18000,33,0.0,0,0.0,1,0,others,684
19272,Married,GRADUATE,33,M,52500,14,1.0,1,1.0,0,0,PL,642
510,Married,UNDER GRADUATE,46,M,32000,68,0.5,0,0.0,0,0,ConsumerLoan,663
12326,Married,GRADUATE,41,M,11000,112,0.0,0,0.0,0,0,others,692
20661,Married,GRADUATE,35,M,25000,125,0.071,0,1.0,1,0,CC,676
40606,Single,UNDER GRADUATE,24,M,11500,44,1.0,0,0.0,1,0,others,688
13957,Married,12TH,38,M,20000,245,1.0,0,0.0,0,0,others,686
45348,Married,GRADUATE,47,M,25000,66,0.5,0,0.0,1,0,HL,698
38754,Married,12TH,33,M,33000,42,0.2,1,0.0,1,0,PL,692
14465,Married,UNDER GRADUATE,32,M,15000,63,1.0,0,1.0,0,0,others,667
533,Married,GRADUATE,50,F,16500,276,0.0,0,0.0,0,0,others,699
40794,Married,12TH,22,M,19000,86,0.0,0,0.0,0,0,others,656
4787,Married,UNDER GRADUATE,43,M,45000,104,0.25,1,0.0,1,1,others,760
44739,Single,GRADUATE,21,M,25000,125,0.6,1,0.5,1,0,PL,691
11814,Married,GRADUATE,25,M,10,75,1.0,0,0.0,1,0,others,688
47370,Married,SSC,28,M,27000,221,1.0,0,1.0,0,0,CC,659
39366,Single,12TH,24,M,18000,142,0.2,0,0.0,1,0,ConsumerLoan,682
1452,Married,12TH,37,M,22000,126,0.273,0,0.0,1,0,AL,720
49871,Married,SSC,33,M,25000,245,1.0,0,0.0,0,0,others,667
26720,Married,GRADUATE,41,M,42000,125,1.0,0,0.0,0,0,others,682
16682,Married,SSC,39,M,30000,64,1.0,0,0.0,0,0,others,688
31340,Married,UNDER GRADUATE,56,M,25000,186,0.125,0,0.0,1,0,others,694
28451,Single,12TH,30,M,10000,125,1.0,0,1.0,0,0,PL,667
11315,Married,SSC,34,F,12000,68,1.0,0,0.0,0,0,others,684
1664,Married,GRADUATE,29,M,30000,41,1.0,0,0.0,0,0,ConsumerLoan,653
33607,Married,12TH,41,M,20000,188,0.0,0,0.0,0,0,ConsumerLoan,695
35224,Married,GRADUATE,36,F,14000,126,0.429,0,0.0,1,0,others,700
7460,Single,GRADUATE,36,M,40000,74,0.25,1,0.0,1,0,others,700
49385,Married,OTHERS,35,M,20000,60,1.0,0,0.0,0,0,ConsumerLoan,666
14248,Married,SSC,30,F,12000,80,0.667,1,1.0,0,0,ConsumerLoan,657
45970,Married,POST-GRADUATE,25,M,20000,78,1.0,0,0.0,0,0,others,688
13832,Married,SSC,35,M,18000,63,0.0,0,0.0,0,0,ConsumerLoan,679
37714,Married,SSC,30,M,21000,30,0.132,1,1.0,1,0,ConsumerLoan,647
26578,Married,GRADUATE,40,M,28000,125,0.138,0,0.0,1,0,ConsumerLoan,720
37435,Married,POST-GRADUATE,31,M,33000,119,0.536,1,0.067,0,1,PL,672
14839,Single,12TH,22,F,13000,71,1.0,0,0.0,1,0,ConsumerLoan,671
15863,Married,POST-GRADUATE,44,M,18367,270,0.667,1,0.0,0,1,HL,707
5442,Married,OTHERS,53,M,20000,240,0.455,1,0.0,0,0,ConsumerLoan,730
41809,Single,UNDER GRADUATE,25,M,25000,80,0.643,0,0.5,1,0,ConsumerLoan,698
4493,Married,12TH,38,M,21000,121,0.571,1,0.0,0,0,PL,693
31391,Married,SSC,26,M,35000,130,0.0,0,0.0,1,0,ConsumerLoan,660
33014,Married,SSC,33,M,10000,95,1.0,0,1.0,0,0,PL,650
13157,Married,PROFESSIONAL,45,M,40000,18,0.0,0,0.0,0,0,others,680
26014,Single,UNDER GRADUATE,25,M,18000,65,1.0,0,0.0,0,0,ConsumerLoan,673
29648,Married,12TH,31,M,22000,70,0.75,0,0.0,1,0,others,685
22664,Married,SSC,28,F,30000,77,1.0,0,1.0,0,0,ConsumerLoan,670
19425,Married,12TH,52,M,30000,102,0.5,1,0.0,0,0,CC,686
19312,Married,POST-GRADUATE,35,M,50000,130,0.417,1,0.571,1,0,ConsumerLoan,682
39991,Married,SSC,34,M,22000,69,1.0,0,0.0,0,0,ConsumerLoan,673
6070,Married,GRADUATE,30,M,25500,48,0.25,0,0.0,1,0,others,667
20880,Married,OTHERS,32,M,15000,369,0.333,0,0.0,0,0,others,691
28389,Married,GRADUATE,36,M,30000,62,0.364,1,0.111,0,0,PL,684
7323,Married,12TH,34,F,25000,102,0.0,0,0.0,1,0,ConsumerLoan,678
39385,Single,GRADUATE,22,M,13000,20,1.0,0,0.0,0,0,ConsumerLoan,675
12673,Married,GRADUATE,33,F,15000,26,1.0,0,0.0,0,0,others,671
44986,Single,12TH,22,M,16000,48,1.0,0,0.0,0,0,others,688
23010,Single,12TH,24,M,29500,369,1.0,0,0.0,0,0,others,687
29715,Married,12TH,36,M,14000,131,1.0,0,0.0,0,0,others,690
47144,Single,12TH,32,M,20000,64,0.0,0,0.0,0,0,PL,682
3864,Married,GRADUATE,26,F,49000,125,0.259,0,0.0,1,0,AL,694
49694,Married,UNDER GRADUATE,27,M,24000,142,0.0,0,0.0,0,0,ConsumerLoan,669
11980,Married,12TH,51,M,25000,38,0.188,0,0.0,1,0,others,710
37806,Married,GRADUATE,28,M,32000,82,0.0,0,0.0,1,0,ConsumerLoan,671
1631,Married,GRADUATE,31,M,32000,89,0.0,0,0.0,0,0,others,669
1723,Married,12TH,43,M,18000,66,1.0,0,0.0,0,0,others,698
829,Married,GRADUATE,26,M,60000,131,1.0,0,0.0,0,0,ConsumerLoan,679
4725,Single,SSC,24,M,15000,63,0.0,0,0.0,0,0,ConsumerLoan,676
6984,Single,GRADUATE,25,M,40000,53,0.5,0,0.0,0,0,AL,679
13129,Married,OTHERS,55,M,8000,369,1.0,0,0.0,0,0,others,693
33455,Married,UNDER GRADUATE,25,F,15000,64,0.0,0,0.0,1,0,ConsumerLoan,633
5464,Married,OTHERS,35,F,19000,125,1.0,1,0.0,0,0,PL,679
36658,Married,GRADUATE,29,M,15000,93,0.5,1,0.6,0,0,PL,651
2433,Married,POST-GRADUATE,49,M,27500,309,1.0,0,0.0,0,0,others,685
34809,Married,SSC,30,F,50000,102,0.667,0,0.0,0,0,ConsumerLoan,678
7936,Married,12TH,39,M,75000,24,0.333,0,0.333,1,0,PL,658
47683,Married,12TH,27,M,22000,53,1.0,0,0.0,0,0,ConsumerLoan,672
11458,Married,SSC,24,M,16000,66,0.0,0,0.0,0,0,others,669
30585,Married,UNDER GRADUATE,32,M,18200,180,0.25,0,0.0,0,0,others,668
26173,Married,GRADUATE,32,M,25000,38,0.8,1,0.0,0,0,PL,682
32283,Married,12TH,51,M,28500,125,1.0,0,1.0,0,0,ConsumerLoan,661
30931,Married,12TH,46,M,75000,309,0.2,0,0.0,0,0,others,731
22582,Single,GRADUATE,27,M,19997,24,0.5,0,1.0,0,0,PL,654
15656,Married,GRADUATE,29,M,28000,83,1.0,0,0.0,0,0,ConsumerLoan,672
50877,Married,12TH,45,M,38000,53,0.25,1,0.0,0,0,PL,684
50955,Married,12TH,25,M,14500,42,0.333,0,0.0,1,0,ConsumerLoan,645
2997,Married,UNDER GRADUATE,38,M,28000,164,0.0,0,0.0,1,0,others,704
12260,Married,OTHERS,39,M,50000,12,0.185,0,0.5,1,0,ConsumerLoan,679
1168,Married,SSC,32,M,14000,90,0.25,0,0.0,0,0,CC,675
31108,Married,SSC,44,M,33845,186,0.333,1,0.0,0,0,PL,714
16652,Single,GRADUATE,27,M,15000,24,1.0,0,0.0,0,0,PL,676
13083,Married,GRADUATE,34,M,28000,188,0.5,0,0.0,0,0,others,685
6088,Married,12TH,41,F,34034,245,0.5,1,0.5,0,0,PL,657
42388,Single,GRADUATE,28,M,30000,63,1.0,0,0.0,0,1,ConsumerLoan,673
37798,Married,SSC,27,M,12000,77,0.333,0,0.0,0,0,ConsumerLoan,661
37870,Single,SSC,26,M,20000,30,1.0,0,0.0,0,0,ConsumerLoan,693
5817,Married,SSC,38,M,25000,165,0.167,1,0.333,1,0,ConsumerLoan,650
49048,Married,GRADUATE,33,M,78000,186,0.667,0,0.429,0,0,PL,673
43991,Married,12TH,33,M,10000,60,1.0,0,0.0,0,0,ConsumerLoan,661
10786,Married,SSC,36,M,12868,77,0.042,0,0.0,0,0,others,718
19428,Married,GRADUATE,42,M,30000,78,0.348,1,0.0,1,1,others,714
8454,Married,UNDER GRADUATE,37,M,75000,131,0.167,0,0.0,0,0,others,706
606,Single,GRADUATE,22,M,12000,54,0.0,0,0.0,0,0,ConsumerLoan,682
18140,Married,UNDER GRADUATE,52,M,65000,342,0.255,1,0.5,1,1,PL,733
18581,Married,12TH,44,M,15000,102,0.0,0,0.0,0,0,PL,677
43620,Single,12TH,25,M,35000,141,0.667,0,0.0,0,0,CC,686
13974,Married,SSC,41,M,31000,138,1.0,0,0.0,0,1,HL,678
35051,Married,UNDER GRADUATE,31,M,25000,71,0.3,1,0.0,0,0,CC,682
46811,Married,12TH,48,F,28000,186,1.0,1,1.0,0,1,others,624
19170,Married,SSC,34,M,35000,184,1.0,0,1.0,0,0,PL,655
6481,Married,UNDER GRADUATE,34,F,31000,119,0.583,0,0.0,1,0,ConsumerLoan,689
5286,Married,12TH,29,M,45000,128,0.0,0,0.0,0,0,others,680
40522,Married,GRADUATE,41,M,20000,53,0.429,1,0.0,1,0,ConsumerLoan,736
37876,Single,12TH,42,F,18000,185,1.0,0,1.0,0,0,ConsumerLoan,652
16914,Single,12TH,26,M,15000,61,1.0,0,0.0,0,0,others,691
49804,Married,OTHERS,36,M,15000,188,0.0,0,0.0,1,0,others,671
24474,Married,GRADUATE,49,M,70000,78,0.6,1,1.0,0,1,PL,676
13106,Married,SSC,32,M,40000,45,0.091,0,0.0,1,0,others,688
5718,Married,SSC,35,M,20000,216,0.6,1,0.75,1,0,ConsumerLoan,692
37055,Single,SSC,26,M,30000,63,0.125,0,1.0,1,0,ConsumerLoan,650
4411,Single,12TH,22,M,40000,41,0.75,0,0.5,0,0,PL,662
15615,Single,GRADUATE,25,M,20000,60,0.364,1,0.0,1,0,others,680
39083,Married,SSC,47,M,25500,200,1.0,0,1.0,0,0,PL,647
21809,Single,12TH,23,M,20000,18,1.0,0,0.0,0,0,ConsumerLoan,668
44592,Married,GRADUATE,33,M,14000,89,1.0,0,0.0,0,0,others,685
30412,Married,12TH,29,M,15000,310,0.5,0,0.0,0,0,others,698
33064,Single,GRADUATE,27,M,10000,74,0.5,0,0.0,1,0,ConsumerLoan,697
11886,Married,GRADUATE,39,F,55000,126,0.5,0,1.0,1,0,PL,683
47792,Married,OTHERS,29,M,35000,99,0.5,0,0.0,0,0,others,690
36868,Married,GRADUATE,28,F,9500,101,0.0,0,0.0,1,0,others,679
19928,Married,SSC,39,M,78000,191,1.0,0,0.0,0,0,others,667
28894,Married,POST-GRADUATE,40,F,24000,30,1.0,0,0.0,1,0,others,687
14169,Married,12TH,43,M,8000,44,0.0,0,0.0,0,0,ConsumerLoan,688
3728,Married,12TH,33,M,20000,204,0.571,1,0.0,1,0,others,706
18096,Married,12TH,33,M,25000,187,1.0,0,0.0,0,0,ConsumerLoan,660
20025,Married,12TH,56,F,21000,180,0.0,0,0.0,1,0,others,696
23981,Married,UNDER GRADUATE,31,M,25000,102,0.429,0,0.0,1,0,ConsumerLoan,683
2399,Single,UNDER GRADUATE,26,M,22000,42,0.818,1,0.0,0,0,CC,663
29690,Single,POST-GRADUATE,48,M,45000,125,0.5,0,0.0,1,0,others,691
2481,Married,OTHERS,47,M,40000,186,1.0,0,0.0,0,0,ConsumerLoan,690
36008,Married,SSC,35,M,20000,126,0.333,0,0.0,1,0,others,708
44842,Married,12TH,25,M,15000,66,1.0,0,0.0,0,0,others,682
46199,Married,GRADUATE,33,M,35000,128,0.5,0,1.0,0,0,others,686
41798,Married,UNDER GRADUATE,36,M,12000,68,0.0,0,0.0,0,0,ConsumerLoan,680
47811,Married,GRADUATE,43,M,23700,117,1.0,0,0.0,0,0,others,700
22073,Married,UNDER GRADUATE,44,M,35000,102,0.0,0,0.0,1,0,ConsumerLoan,687
41807,Single,12TH,21,M,19000,185,0.0,0,0.0,0,0,others,670
38716,Married,12TH,37,M,29000,75,0.6,0,0.2,0,0,ConsumerLoan,682
11950,Married,12TH,48,M,35000,245,0.0,0,0.0,0,0,others,668
11368,Single,GRADUATE,26,F,60000,38,1.0,0,0.0,0,0,others,686
47137,Married,12TH,36,M,25000,292,0.25,0,0.0,1,0,others,699
24030,Married,12TH,30,M,10000,107,1.0,0,0.0,1,0,others,699
36890,Married,12TH,28,M,13000,122,0.667,0,0.0,1,0,others,704
18453,Married,SSC,44,M,2088,128,0.714,0,0.0,0,0,ConsumerLoan,671
22771,Single,POST-GRADUATE,23,M,18000,17,1.0,0,0.0,0,0,ConsumerLoan,646
35633,Single,GRADUATE,29,M,25000,186,0.2,0,0.0,1,0,others,697
35894,Married,UNDER GRADUATE,33,F,35000,186,0.75,0,0.0,0,0,ConsumerLoan,679
16742,Married,POST-GRADUATE,29,M,40000,89,0.545,0,0.0,1,0,PL,676
6922,Single,SSC,33,M,27000,75,0.028,0,0.5,1,0,PL,670
24589,Married,12TH,33,M,15000,71,0.889,0,0.0,1,0,others,707
15854,Married,GRADUATE,43,M,27500,268,0.333,1,0.0,0,0,ConsumerLoan,681
14338,Married,POST-GRADUATE,34,M,27000,191,0.714,1,0.2,0,0,others,667
42975,Married,GRADUATE,31,M,30500,66,0.5,0,0.5,1,0,others,676
17157,Married,GRADUATE,40,M,38000,80,0.667,1,0.2,0,0,AL,690
12166,Married,12TH,30,M,38000,68,0.375,0,0.0,1,0,others,700
7353,Single,GRADUATE,25,M,25000,50,1.0,0,0.0,0,0,ConsumerLoan,669
15959,Married,OTHERS,38,M,18000,131,0.5,0,0.0,0,0,others,694
32597,Married,12TH,60,M,26000,245,1.0,0,0.0,0,1,HL,669
28003,Married,12TH,45,M,40000,108,0.6,1,0.667,0,1,ConsumerLoan,645
43075,Married,12TH,36,M,27000,66,0.24,0,0.0,1,0,ConsumerLoan,710
39129,Married,12TH,25,F,15000,67,0.5,0,0.0,0,0,ConsumerLoan,684
6093,Married,12TH,26,M,18900,35,0.167,0,0.0,1,0,others,683
8521,Married,12TH,32,M,17500,18,0.0,0,0.0,0,0,others,690
13113,Married,12TH,24,M,25000,66,0.5,0,1.0,1,0,ConsumerLoan,659
16655,Married,12TH,34,M,30000,128,1.0,1,0.0,0,0,others,665
8254,Married,UNDER GRADUATE,28,M,43000,152,0.667,0,0.0,0,0,others,674
40537,Single,GRADUATE,27,M,15000,89,1.0,0,0.0,0,0,others,693
48461,Single,GRADUATE,24,M,10,30,1.0,0,0.0,0,0,CC,669
32366,Married,SSC,25,F,13000,20,1.0,0,0.0,0,0,ConsumerLoan,672
15504,Married,GRADUATE,30,M,12000,126,1.0,0,0.0,0,0,others,699
15700,Married,GRADUATE,28,M,27500,83,1.0,1,0.0,0,0,others,688
16973,Single,GRADUATE,25,M,30000,88,1.0,0,0.0,0,0,others,688
29157,Married,12TH,40,F,25000,89,1.0,0,0.0,0,0,ConsumerLoan,688
46886,Married,12TH,28,M,25000,70,0.7,0,0.0,1,0,ConsumerLoan,709
36140,Married,UNDER GRADUATE,36,M,16806,98,0.0,0,0.0,0,0,others,681
23490,Single,GRADUATE,26,M,22000,50,0.048,0,0.455,1,0,PL,664
343,Married,GRADUATE,28,M,30000,54,1.0,0,0.0,0,0,others,672
47192,Married,GRADUATE,22,M,13000,129,1.0,0,0.0,0,0,others,676
32114,Single,GRADUATE,27,M,27900,24,1.0,0,0.0,0,0,PL,704
46612,Married,POST-GRADUATE,30,M,25000,68,0.611,1,0.29,1,0,ConsumerLoan,654
15564,Married,GRADUATE,29,M,15000,66,1.0,0,0.0,0,1,HL,674
40732,Married,12TH,37,M,17000,242,1.0,1,0.0,0,0,others,682
8007,Married,GRADUATE,24,M,45000,246,0.5,0,0.0,0,0,ConsumerLoan,678
34348,Married,SSC,41,F,11000,77,0.5,0,0.0,0,0,ConsumerLoan,688
18305,Single,GRADUATE,26,M,22000,18,0.0,0,0.75,1,0,CC,662
32290,Married,GRADUATE,41,M,45000,34,0.667,0,0.0,1,0,PL,690
44681,Married,12TH,28,M,27000,79,0.5,0,0.0,0,0,others,674
2642,Married,OTHERS,42,F,10500,15,0.0,0,1.0,0,0,PL,653
890,Married,GRADUATE,41,F,21500,102,1.0,0,0.0,0,0,others,695
50659,Married,SSC,42,M,30000,284,0.143,0,0.0,1,0,ConsumerLoan,662
25996,Single,12TH,21,M,13000,28,1.0,1,0.75,0,0,PL,660
47329,Married,12TH,24,M,35000,95,0.727,0,0.0,0,0,PL,677
38211,Married,SSC,27,F,13000,61,0.25,0,0.0,1,0,ConsumerLoan,677
40528,Married,SSC,47,F,32000,105,0.5,0,0.0,0,0,others,666
183,Married,GRADUATE,34,M,32000,128,0.333,0,0.0,1,0,others,700
4337,Married,OTHERS,24,M,20000,62,1.0,0,0.0,0,0,ConsumerLoan,671
7089,Married,POST-GRADUATE,31,M,21250,140,0.5,1,0.667,0,0,ConsumerLoan,657
39045,Single,OTHERS,29,M,18000,51,1.0,0,1.0,0,0,others,665
12928,Single,UNDER GRADUATE,22,M,13500,30,1.0,0,0.0,0,0,ConsumerLoan,675
5223,Married,GRADUATE,29,M,30000,57,0.545,1,0.0,0,0,CC,711
15616,Single,GRADUATE,22,M,41000,53,0.0,0,0.0,1,0,ConsumerLoan,675
45229,Single,12TH,31,M,18000,61,1.0,0,1.0,0,0,PL,629
49999,Married,GRADUATE,37,M,52000,227,0.364,0,0.0,1,0,others,720
37143,Single,UNDER GRADUATE,28,M,18000,150,0.5,0,0.0,0,0,ConsumerLoan,658
19308,Single,GRADUATE,26,M,10500,18,1.0,0,0.0,0,0,others,675
48633,Married,SSC,43,M,25000,126,0.6,1,0.5,0,0,PL,687
10645,Married,12TH,32,M,20000,30,0.25,0,0.0,1,0,ConsumerLoan,674
5849,Single,12TH,27,M,35000,62,0.667,1,0.0,0,0,CC,693
19929,Married,UNDER GRADUATE,50,M,35000,185,0.25,0,0.0,0,0,ConsumerLoan,675
1571,Married,GRADUATE,36,M,25800,77,0.25,0,0.0,0,0,PL,699
25889,Married,SSC,30,M,20000,125,0.556,0,1.0,1,0,others,711
48071,Married,PROFESSIONAL,41,M,45000,66,1.0,0,0.0,0,0,others,684
13728,Single,12TH,24,M,18500,125,0.667,0,0.0,0,0,ConsumerLoan,681
10187,Married,SSC,40,M,16000,13,1.0,0,1.0,0,0,PL,667
25219,Married,12TH,35,M,12000,99,1.0,0,0.0,1,0,others,695
18325,Single,OTHERS,22,M,23500,35,1.0,0,0.0,1,0,others,688
23811,Single,UNDER GRADUATE,24,M,15500,22,1.0,0,0.0,0,0,PL,669
41278,Married,GRADUATE,37,M,28000,114,0.0,0,0.0,0,0,others,670
45586,Married,GRADUATE,44,M,13500,98,0.0,0,0.0,0,0,CC,690
45153,Married,POST-GRADUATE,25,M,24000,125,1.0,0,0.0,0,0,others,686
10432,Married,POST-GRADUATE,40,M,42000,182,0.0,0,0.0,0,0,others,709
42636,Married,GRADUATE,24,F,12550,37,1.0,0,0.0,0,0,others,680
3424,Single,UNDER GRADUATE,30,M,18900,50,1.0,0,1.0,0,0,PL,668
30721,Married,OTHERS,43,M,70000,184,0.364,1,0.25,0,0,ConsumerLoan,661
50924,Married,SSC,23,F,18000,53,1.0,0,1.0,0,0,others,652
46441,Married,UNDER GRADUATE,49,M,31500,306,0.167,0,0.0,1,0,ConsumerLoan,679
48791,Married,OTHERS,34,M,20000,128,0.0,0,0.0,1,0,others,666
42880,Married,GRADUATE,38,M,48000,125,0.5,0,0.0,0,1,HL,674
