PROSPECTID,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,PL_Flag,pct_PL_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,Credit_Score
138,Married,SSC,33,M,30000,94,0.75,0,0.0,0,0,ConsumerLoan,671
18229,Single,UNDER GRADUATE,26,M,20000,118,0.0,0,1.0,1,0,PL,681
49949,Single,UNDER GRADUATE,25,M,20000,36,0.4,0,0.5,0,0,ConsumerLoan,668
24639,Married,GRADUATE,29,M,15000,41,0.5,0,0.0,1,0,HL,681
33719,Married,GRADUATE,50,M,48000,191,1.0,0,0.0,0,0,ConsumerLoan,680
32548,Married,GRADUATE,51,M,45000,302,0.571,1,0.0,0,0,ConsumerLoan,687
3292,Single,UNDER GRADUATE,27,M,28000,66,0.0,0,0.333,0,0,PL,673
4348,Single,GRADUATE,34,M,21000,81,1.0,1,0.0,0,0,others,683
13235,Married,GRADUATE,30,M,35000,89,0.5,0,0.0,0,0,others,679
45779,Married,12TH,34,M,30000,246,0.2,1,0.0,0,0,CC,692
4714,Married,SSC,26,M,30000,59,0.5,0,1.0,0,0,PL,656
35097,Married,12TH,32,M,25000,69,0.5,0,0.667,0,0,ConsumerLoan,643
10284,Single,GRADUATE,28,M,25000,84,1.0,0,1.0,0,0,PL,672
49281,Married,12TH,41,M,17000,221,1.0,0,0.0,0,0,CC,692
24044,Married,GRADUATE,38,M,28107,64,0.353,1,0.857,1,0,PL,678
4559,Married,SSC,40,M,45000,127,0.25,0,0.0,1,0,ConsumerLoan,684
12262,Married,UNDER GRADUATE,31,M,34000,66,1.0,0,0.0,0,0,CC,658
18943,Married,GRADUATE,36,M,28000,57,0.32,1,0.182,1,0,ConsumerLoan,694
40415,Married,GRADUATE,23,M,15000,130,1.0,0,0.0,0,0,ConsumerLoan,671
43901,Married,SSC,35,M,45000,269,1.0,0,0.0,0,0,AL,687
34373,Single,GRADUATE,26,M,25500,74,0.667,0,0.0,0,0,ConsumerLoan,674
36128,Married,SSC,33,M,18000,240,0.769,1,0.333,1,0,ConsumerLoan,690
47018,Married,UNDER GRADUATE,43,M,30000,93,1.0,0,0.0,0,0,others,666
36685,Single,12TH,25,M,17000,147,1.0,0,0.0,0,0,others,678
24873,Married,UNDER GRADUATE,30,M,10000,65,0.182,0,1.0,1,0,PL,699
50946,Married,GRADUATE,29,M,16500,42,0.0,0,0.0,0,0,others,678
49270,Married,GRADUATE,27,M,23000,18,1.0,0,1.0,0,0,ConsumerLoan,643
26711,Single,12TH,27,M,21000,38,0.667,0,0.0,0,0,others,695
17890,Married,SSC,41,F,10000,76,0.2,0,0.0,1,0,others,692
17234,Married,12TH,23,M,15000,60,0.0,0,1.0,0,0,PL,667
40234,Married,GRADUATE,37,M,30000,198,0.0,0,0.0,0,0,others,683
5412,Married,POST-GRADUATE,34,F,1100,89,0.5,0,0.0,1,0,others,714
18094,Married,12TH,24,M,15000,77,1.0,0,1.0,0,0,ConsumerLoan,664
47623,Married,12TH,27,M,18000,146,0.0,0,0.375,0,0,others,662
29212,Single,SSC,21,M,20000,29,1.0,0,0.0,0,0,ConsumerLoan,658
51200,Married,GRADUATE,34,M,17500,37,0.714,0,1.0,0,0,ConsumerLoan,661
12572,Married,UNDER GRADUATE,36,M,38000,101,0.125,0,0.0,1,0,others,675
10473,Married,SSC,48,M,28000,108,1.0,1,0.0,0,0,PL,710
47974,Married,OTHERS,40,M,25000,246,0.121,0,0.0,1,0,others,671
36925,Married,GRADUATE,37,M,22000,221,0.133,1,0.273,1,0,others,705
17833,Single,GRADUATE,24,F,18000,41,1.0,0,0.0,0,0,ConsumerLoan,666
17562,Single,12TH,21,M,25000,39,0.667,0,1.0,0,0,ConsumerLoan,583
38339,Married,SSC,37,F,25000,121,0.0,0,0.0,0,0,ConsumerLoan,682
27664,Married,12TH,41,M,12000,191,1.0,0,0.0,0,0,others,675
22721,Married,12TH,56,M,20000,153,0.0,0,1.0,0,0,PL,661
17819,Married,GRADUATE,41,M,35000,41,0.75,0,0.0,1,0,others,678
37548,Single,SSC,22,M,25000,81,1.0,0,0.0,0,0,others,684
49025,Married,SSC,31,F,25000,72,0.057,0,1.0,1,0,ConsumerLoan,650
43891,Single,SSC,40,M,24250,25,0.5,0,0.0,0,0,CC,693
19200,Married,12TH,27,M,16000,80,1.0,0,0.0,0,0,others,684
9257,Single,GRADUATE,28,M,13000,30,1.0,0,0.0,0,0,others,684
20136,Married,GRADUATE,41,M,63000,71,1.0,0,1.0,0,0,ConsumerLoan,643
131,Married,GRADUATE,45,M,20000,94,1.0,0,0.0,0,0,others,694
6972,Married,GRADUATE,36,M,45000,181,0.111,0,0.0,1,0,AL,685
22687,Married,SSC,35,M,26000,81,0.5,0,0.0,1,0,others,707
2875,Married,12TH,48,M,15000,124,1.0,0,0.0,0,0,others,686
22956,Married,GRADUATE,46,M,55000,307,0.286,1,1.0,0,0,ConsumerLoan,699
24678,Married,12TH,26,M,25000,56,1.0,1,1.0,0,1,PL,679
11294,Married,UNDER GRADUATE,23,M,12000,18,1.0,0,0.0,0,0,ConsumerLoan,676
13756,Married,12TH,46,M,35000,245,0.222,0,1.0,1,0,PL,693
22171,Single,GRADUATE,25,M,12500,62,1.0,0,0.0,0,0,others,687
48390,Married,OTHERS,40,M,22000,155,0.333,0,0.5,0,0,ConsumerLoan,660
12596,Single,GRADUATE,25,M,17000,44,0.0,0,0.0,0,0,AL,687
50710,Married,UNDER GRADUATE,33,M,10000,202,0.5,0,0.0,0,0,others,697
34737,Married,GRADUATE,30,M,16000,76,1.0,0,0.0,0,0,others,666
32899,Married,SSC,32,M,35000,369,0.0,0,0.0,0,0,ConsumerLoan,690
40976,Married,POST-GRADUATE,23,M,18000,38,1.0,0,0.0,0,0,others,685
11726,Single,UNDER GRADUATE,27,M,40000,144,0.857,0,0.0,1,0,ConsumerLoan,686
30439,Married,SSC,34,M,31000,188,1.0,0,0.0,0,0,others,685
35680,Single,SSC,31,M,45000,126,0.75,0,0.0,0,0,PL,704
42412,Married,GRADUATE,30,M,24000,152,0.192,0,0.0,0,1,HL,691
40889,Single,UNDER GRADUATE,45,M,18000,107,0.667,0,0.0,0,0,others,675
22773,Married,SSC,40,M,29000,181,1.0,0,0.0,0,0,others,688
36126,Married,PROFESSIONAL,29,M,30000,53,0.5,0,0.0,0,0,AL,679
44937,Married,GRADUATE,46,M,62000,149,0.5,0,1.0,0,0,PL,669
14877,Married,SSC,40,M,18000,63,1.0,0,0.0,0,0,ConsumerLoan,682
3010,Married,UNDER GRADUATE,42,M,13000,183,0.545,0,0.0,1,1,ConsumerLoan,712
3291,Married,12TH,39,M,28000,123,0.667,0,0.0,0,0,others,702
49103,Married,GRADUATE,34,M,25000,46,1.0,0,0.0,0,0,PL,676
13336,Single,SSC,30,M,30000,143,1.0,0,0.0,0,0,others,668
35714,Married,SSC,26,M,20000,107,1.0,0,0.0,0,0,ConsumerLoan,715
4647,Single,GRADUATE,27,F,60000,79,0.0,0,0.0,1,0,ConsumerLoan,671
12132,Single,12TH,21,M,24000,36,1.0,0,0.0,0,0,ConsumerLoan,673
30065,Married,12TH,22,F,12000,60,0.0,0,0.0,0,0,ConsumerLoan,681
219,Married,OTHERS,30,M,25000,191,0.6,0,0.5,0,0,ConsumerLoan,668
19192,Single,POST-GRADUATE,29,M,20500,20,1.0,0,1.0,0,0,PL,679
24352,Married,12TH,46,M,20000,242,1.0,0,0.0,0,0,others,703
23446,Single,UNDER GRADUATE,31,M,20000,62,1.0,0,1.0,0,0,PL,661
41237,Married,12TH,31,M,25000,123,0.8,1,0.25,0,0,ConsumerLoan,674
5058,Single,GRADUATE,31,M,10000,49,0.6,1,0.0,0,0,PL,670
35243,Single,UNDER GRADUATE,23,M,11000,30,1.0,0,0.0,0,0,others,682
18899,Married,12TH,43,M,22000,146,0.0,0,0.0,1,0,others,659
33613,Married,GRADUATE,25,M,20000,70,1.0,0,0.0,0,0,others,676
26151,Married,POST-GRADUATE,34,M,32000,148,1.0,0,0.0,0,1,ConsumerLoan,692
27873,Married,POST-GRADUATE,28,M,20000,60,1.0,0,0.5,0,0,PL,679
31169,Single,SSC,21,M,12500,41,1.0,0,0.0,0,0,others,685
15252,Married,UNDER GRADUATE,35,M,68000,90,0.5,0,1.0,1,0,ConsumerLoan,682
341,Single,12TH,27,M,15000,71,1.0,0,0.0,0,0,others,680
44381,Married,SSC,31,M,25000,99,0.0,0,0.0,1,0,others,701
20726,Married,UNDER GRADUATE,50,M,14000,39,0.0,0,0.0,0,0,ConsumerLoan,672
33377,Single,GRADUATE,22,M,12500,30,0.0,0,0.0,0,0,others,685
40830,Married,OTHERS,43,M,30000,120,1.0,0,0.0,0,0,others,695
22652,Single,GRADUATE,22,M,18500,66,1.0,0,0.0,1,0,ConsumerLoan,686
7290,Single,SSC,28,M,22000,120,1.0,0,0.0,0,0,ConsumerLoan,698
36045,Married,12TH,24,M,15000,60,0.429,0,0.0,0,0,others,695
10177,Married,GRADUATE,55,M,27000,221,0.0,0,0.0,0,0,ConsumerLoan,690
21079,Married,UNDER GRADUATE,38,M,30000,78,0.0,0,0.0,0,0,AL,686
37996,Married,GRADUATE,25,M,40643,101,0.5,0,0.0,0,1,PL,713
40270,Married,SSC,26,M,12589,77,0.0,0,0.0,0,0,others,686
4902,Married,GRADUATE,38,M,15000,177,0.5,1,1.0,0,0,PL,697
19492,Single,GRADUATE,23,M,41800,42,1.0,1,0.667,0,0,PL,661
2058,Single,UNDER GRADUATE,23,M,22000,71,1.0,0,1.0,0,0,PL,643
200,Single,12TH,21,M,24000,56,0.5,0,0.0,0,0,ConsumerLoan,648
39272,Single,SSC,29,M,33000,126,0.0,0,0.0,1,0,others,680
26315,Married,GRADUATE,31,M,23000,65,0.5,0,0.0,1,0,ConsumerLoan,698
21400,Married,UNDER GRADUATE,31,M,25000,125,1.0,0,0.0,0,1,HL,696
42687,Single,GRADUATE,22,M,15000,27,1.0,0,0.0,0,0,others,685
8827,Single,GRADUATE,27,M,15000,15,1.0,0,0.0,0,0,others,690
20496,Single,UNDER GRADUATE,24,M,25000,47,0.857,0,0.0,1,0,others,675
48931,Married,12TH,49,M,19000,109,0.25,0,0.0,1,0,ConsumerLoan,664
14254,Married,OTHERS,45,M,20000,48,0.667,0,0.0,0,0,others,706
16164,Married,GRADUATE,30,F,55000,246,0.333,0,0.0,0,0,ConsumerLoan,612
35366,Married,GRADUATE,30,F,15000,103,1.0,0,0.0,0,0,others,690
49751,Married,12TH,53,F,45000,220,0.0,0,0.0,0,0,others,694
21780,Married,GRADUATE,28,M,45000,97,0.5,0,1.0,0,0,PL,658
17324,Married,SSC,35,F,10000,43,0.0,0,0.0,0,0,others,673
40366,Married,OTHERS,41,M,13000,25,1.0,0,0.0,0,0,others,680
34340,Single,UNDER GRADUATE,26,M,20000,62,1.0,0,0.0,0,0,others,679
3827,Married,12TH,40,M,27000,304,0.421,0,0.5,0,0,ConsumerLoan,692
43111,Married,OTHERS,32,M,23000,106,0.615,1,0.0,1,1,PL,708
4711,Married,GRADUATE,22,M,34000,101,0.0,0,0.0,0,0,ConsumerLoan,679
5565,Married,GRADUATE,34,M,20000,122,0.2,0,0.0,1,0,ConsumerLoan,670
38636,Single,GRADUATE,28,M,19500,98,1.0,1,0.5,0,0,others,672
25213,Married,12TH,29,M,28000,66,0.667,0,0.0,0,0,others,692
6927,Single,GRADUATE,26,M,25000,65,1.0,1,1.0,0,0,PL,653
25110,Married,UNDER GRADUATE,37,M,22000,102,0.5,0,0.0,0,0,others,602
30812,Married,OTHERS,28,M,16500,144,1.0,0,1.0,0,0,PL,673
15480,Single,GRADUATE,23,M,13500,44,1.0,0,0.0,0,0,ConsumerLoan,665
35077,Married,SSC,24,M,35000,63,0.556,1,1.0,0,0,PL,674
42673,Married,12TH,57,M,40000,360,1.0,1,0.0,0,0,PL,708
14467,Married,12TH,44,M,24000,136,0.833,0,0.25,0,0,ConsumerLoan,658
24516,Married,UNDER GRADUATE,35,M,37000,101,0.556,0,0.0,0,0,ConsumerLoan,652
45464,Married,12TH,37,M,30000,122,0.714,0,0.0,0,0,ConsumerLoan,725
17979,Married,GRADUATE,45,M,75000,126,0.6,1,0.0,0,0,ConsumerLoan,698
33609,Married,GRADUATE,31,M,10000,14,1.0,0,0.0,0,0,others,677
1771,Married,UNDER GRADUATE,21,M,20000,102,1.0,0,0.0,0,0,others,682
45424,Married,SSC,30,M,17000,60,1.0,0,1.0,0,0,PL,666
14850,Single,GRADUATE,29,M,23000,145,0.857,1,1.0,0,0,CC,679
36471,Single,GRADUATE,27,M,25000,38,0.875,0,0.0,1,0,others,697
43873,Single,UNDER GRADUATE,25,M,15000,35,0.0,0,1.0,0,0,ConsumerLoan,646
2285,Single,SSC,29,M,23000,129,0.333,0,0.0,0,0,others,693
27116,Married,OTHERS,29,M,20000,40,0.333,0,0.0,0,0,ConsumerLoan,667
5187,Single,GRADUATE,24,M,16000,308,1.0,0,0.0,0,0,others,688
22461,Married,12TH,24,M,78000,69,1.0,0,0.5,0,0,ConsumerLoan,668
37894,Married,12TH,35,M,58000,125,1.0,1,0.0,0,0,CC,668
41360,Single,GRADUATE,22,M,30000,66,1.0,0,1.0,0,0,PL,660
47585,Married,OTHERS,36,M,8000,47,1.0,0,0.0,0,0,others,681
33028,Married,12TH,45,M,12000,171,1.0,0,0.0,0,0,others,694
34661,Married,OTHERS,29,M,35000,71,1.0,0,0.0,0,0,others,670
7275,Married,12TH,26,M,23000,99,0.75,0,1.0,0,0,PL,652
49799,Married,SSC,28,F,18000,66,0.2,0,0.0,1,0,ConsumerLoan,686
37944,Married,OTHERS,46,M,50000,244,0.25,1,0.0,0,0,others,727
23983,Single,GRADUATE,25,M,16000,63,0.0,0,0.0,0,0,others,676
23758,Married,SSC,43,M,13000,96,0.667,1,0.5,0,0,ConsumerLoan,658
38449,Married,GRADUATE,45,M,50000,149,1.0,0,0.0,0,0,ConsumerLoan,660
31853,Single,12TH,24,M,18000,32,0.0,0,1.0,0,0,ConsumerLoan,635
24451,Single,GRADUATE,22,M,21000,15,0.667,0,0.0,0,0,ConsumerLoan,669
36863,Married,GRADUATE,41,M,28000,97,0.75,0,0.0,0,0,ConsumerLoan,677
15509,Married,GRADUATE,27,M,18000,33,0.07,0,0.0,1,0,ConsumerLoan,670
629,Married,GRADUATE,31,M,40000,251,1.0,0,1.0,0,0,others,662
24374,Married,12TH,39,F,10000,25,0.061,0,0.0,1,0,others,743
21267,Married,12TH,35,M,28000,230,0.0,0,0.0,1,0,others,672
23478,Married,GRADUATE,47,M,35000,245,0.6,0,0.0,0,0,ConsumerLoan,696
1890,Single,GRADUATE,30,M,18000,23,0.5,0,1.0,0,0,ConsumerLoan,650
19409,Married,SSC,29,M,25500,188,0.75,0,0.0,1,0,ConsumerLoan,682
36791,Single,GRADUATE,29,M,48500,120,0.333,1,0.0,0,0,PL,722
5511,Married,SSC,34,M,25000,63,0.0,0,0.0,0,0,ConsumerLoan,671
31158,Married,SSC,29,M,10000,131,0.5,0,0.0,1,0,others,684
5563,Married,GRADUATE,31,M,15000,29,0.667,0,0.0,0,0,others,672
9470,Married,SSC,41,F,20000,79,0.4,0,1.0,1,0,PL,663
35497,Single,UNDER GRADUATE,28,M,40000,71,0.375,0,0.0,1,0,others,670
4808,Married,SSC,35,M,30000,72,1.0,0,1.0,0,0,ConsumerLoan,660
23143,Married,UNDER GRADUATE,40,M,15000,41,0.75,0,1.0,0,0,ConsumerLoan,626
42549,Single,12TH,27,M,25000,53,0.0,0,0.0,1,0,others,688
29383,Single,GRADUATE,44,M,23000,99,0.412,1,0.0,0,1,CC,713
13554,Married,12TH,42,M,20000,124,1.0,0,0.0,0,0,others,693
26254,Married,12TH,22,M,16000,71,1.0,0,0.0,0,0,others,677
45259,Married,POST-GRADUATE,39,M,25000,126,0.286,1,0.0,1,1,AL,745
31767,Married,12TH,25,M,20000,38,1.0,0,0.0,0,0,others,652
41436,Married,UNDER GRADUATE,37,M,20000,185,0.0,0,0.0,0,0,ConsumerLoan,678
15705,Married,GRADUATE,27,M,35000,68,0.0,0,0.0,0,0,others,655
29261,Married,SSC,43,M,21500,222,0.167,1,0.0,1,0,ConsumerLoan,721
3211,Married,SSC,24,M,40000,23,1.0,0,0.0,1,0,others,674
8181,Married,GRADUATE,29,M,43500,129,1.0,1,0.0,0,0,PL,681
13049,Married,SSC,36,F,30000,80,0.188,1,0.0,0,0,others,671
31721,Single,GRADUATE,25,M,28000,101,1.0,0,0.0,0,0,ConsumerLoan,658
2668,Married,12TH,27,M,35000,154,0.0,0,0.0,0,0,CC,685
22959,Married,12TH,52,M,3000,190,1.0,0,0.0,0,0,ConsumerLoan,669
30941,Married,12TH,42,M,65000,185,1.0,0,0.0,0,0,others,716
3403,Married,GRADUATE,30,M,25000,153,0.5,0,0.0,1,0,others,715
4645,Married,GRADUATE,28,M,17000,26,0.667,1,0.5,0,0,PL,654
35024,Married,SSC,26,F,19000,237,0.0,0,0.0,0,0,ConsumerLoan,672
16675,Married,12TH,49,M,30000,189,0.2,0,0.0,1,0,others,705
13760,Single,12TH,24,M,37000,55,0.444,1,0.5,0,0,PL,678
1960,Married,12TH,30,M,30000,164,1.0,0,0.0,0,0,others,692
25630,Married,12TH,45,M,20000,180,1.0,0,1.0,0,0,ConsumerLoan,653
3051,Married,SSC,36,M,15000,186,0.4,0,0.0,0,0,AL,691
45202,Married,12TH,62,M,44500,369,1.0,0,0.0,0,0,others,661
728,Single,GRADUATE,25,M,18500,56,0.0,0,0.0,0,0,others,688
51074,Married,GRADUATE,36,F,40000,66,0.0,0,0.0,1,0,others,673
32355,Married,SSC,47,M,30000,23,0.2,0,0.0,1,0,others,717
8015,Married,OTHERS,42,M,20000,60,0.5,0,0.0,1,0,ConsumerLoan,687
48644,Married,12TH,29,M,20000,189,0.333,1,0.0,1,0,ConsumerLoan,692
14389,Married,12TH,29,M,30000,142,0.857,1,0.0,0,0,ConsumerLoan,696
112,Married,GRADUATE,35,M,35000,61,0.333,0,0.0,0,1,AL,690
8046,Married,12TH,32,M,29000,46,0.75,0,0.0,1,0,others,691
2345,Married,UNDER GRADUATE,31,M,32000,53,0.714,1,0.25,0,0,ConsumerLoan,656
1593,Married,12TH,26,M,25000,117,0.294,0,0.0,1,0,PL,704
12070,Single,12TH,26,M,50000,38,0.0,0,0.0,0,0,PL,679
35629,Married,GRADUATE,49,M,60000,369,0.714,1,0.0,0,1,CC,716
31007,Single,12TH,25,M,15000,44,0.667,0,0.0,0,0,ConsumerLoan,674
38833,Married,GRADUATE,28,F,11000,45,1.0,0,0.0,0,0,ConsumerLoan,653
45220,Married,12TH,26,M,31000,122,1.0,0,1.0,0,0,PL,640
10573,Married,12TH,32,M,13500,48,1.0,0,0.0,0,0,others,685
13044,Married,SSC,26,M,35000,71,0.5,0,1.0,1,0,ConsumerLoan,650
2151,Married,GRADUATE,30,M,21700,86,0.0,0,0.0,1,0,others,664
44889,Married,PROFESSIONAL,55,F,65000,217,0.286,1,0.0,0,1,others,734
37969,Single,SSC,21,M,15400,28,0.5,0,0.0,0,0,ConsumerLoan,675
11872,Married,SSC,31,M,23500,150,0.0,0,0.0,0,0,ConsumerLoan,683
14219,Single,GRADUATE,22,M,20000,20,1.0,0,0.0,0,0,others,692
34335,Married,GRADUATE,59,M,37000,369,0.167,0,0.0,1,1,ConsumerLoan,752
42773,Single,SSC,26,M,20000,67,1.0,0,0.0,0,0,others,671
43841,Married,SSC,38,M,30000,62,0.462,1,0.5,0,0,ConsumerLoan,650
13702,Single,OTHERS,26,M,20000,46,1.0,0,1.0,0,0,ConsumerLoan,637
12303,Married,12TH,46,M,20000,71,0.778,0,0.0,1,0,others,714
40953,Married,UNDER GRADUATE,26,F,20000,65,0.5,0,0.0,1,0,others,697
25142,Married,12TH,41,F,28000,123,1.0,0,0.0,0,0,ConsumerLoan,669
18882,Married,UNDER GRADUATE,31,M,25000,41,0.0,0,1.0,0,0,PL,675
11570,Married,GRADUATE,38,M,39000,163,0.8,1,0.0,0,0,AL,668
4880,Married,GRADUATE,39,M,45000,131,1.0,0,0.0,0,0,others,679
39171,Married,UNDER GRADUATE,52,M,24000,123,1.0,0,0.0,0,0,ConsumerLoan,646
2784,Married,12TH,41,M,15000,130,0.0,0,0.0,0,0,AL,700
28916,Single,UNDER GRADUATE,27,F,25000,40,1.0,0,0.0,0,0,ConsumerLoan,650
15283,Married,OTHERS,26,M,35000,117,1.0,0,0.0,0,0,others,673
27096,Married,OTHERS,36,F,15690,50,0.0,0,1.0,0,0,ConsumerLoan,648
18417,Married,GRADUATE,41,M,43000,87,0.2,1,0.0,1,0,ConsumerLoan,676
26975,Married,UNDER GRADUATE,44,M,25000,103,0.5,0,0.0,0,0,others,686
19702,Married,12TH,47,M,40000,188,0.5,0,0.0,0,0,others,689
22087,Single,OTHERS,23,M,25000,38,0.286,0,1.0,1,0,PL,654
47303,Married,12TH,49,M,30000,71,0.667,0,0.0,0,0,ConsumerLoan,691
33433,Single,GRADUATE,21,M,14000,41,1.0,0,0.0,0,0,others,669
30505,Single,12TH,22,M,19000,53,1.0,0,0.0,0,0,others,683
24543,Married,SSC,28,M,20000,303,0.0,0,0.0,1,0,ConsumerLoan,639
33566,Single,SSC,26,M,13000,66,1.0,0,0.0,0,1,ConsumerLoan,660
1116,Married,GRADUATE,32,M,27500,106,0.333,0,1.0,0,0,others,642
30969,Married,GRADUATE,44,M,45000,200,0.5,0,0.0,1,0,ConsumerLoan,697
36441,Married,SSC,49,M,18000,102,1.0,0,0.0,0,0,ConsumerLoan,685
25506,Single,GRADUATE,24,M,35000,128,1.0,0,0.8,0,0,ConsumerLoan,631
8828,Married,SSC,35,M,24000,67,0.0,0,0.0,0,0,others,673
11431,Single,12TH,35,M,18000,42,0.2,0,0.0,1,0,ConsumerLoan,662
20226,Married,12TH,34,M,30000,246,0.0,0,0.0,1,0,others,677
11605,Married,GRADUATE,55,M,30000,125,0.52,0,0.857,1,1,others,659
49748,Married,UNDER GRADUATE,35,M,13000,129,1.0,0,0.0,0,1,others,670
47248,Single,12TH,28,M,25000,128,0.0,0,0.0,0,0,others,684
26661,Married,GRADUATE,30,M,30000,129,1.0,1,0.917,0,0,PL,645
2510,Married,12TH,35,F,13000,74,1.0,0,0.0,0,0,others,682
11615,Married,OTHERS,36,M,10000,54,0.0,0,0.0,0,0,ConsumerLoan,688
21251,Married,SSC,50,M,20000,144,0.5,1,0.0,0,0,PL,685
18088,Married,GRADUATE,31,M,16000,82,0.286,1,0.0,0,0,ConsumerLoan,691
44444,Single,GRADUATE,35,M,15000,101,0.4,1,0.0,0,0,CC,678
29987,Married,SSC,38,M,20000,189,0.0,0,0.0,0,0,AL,693
20085,Married,OTHERS,38,M,16000,68,1.0,0,0.0,0,0,PL,689
37804,Married,OTHERS,43,M,35000,185,1.0,0,0.0,0,0,others,679
18153,Married,SSC,35,M,20000,154,1.0,0,1.0,0,0,ConsumerLoan,669
25487,Married,GRADUATE,31,M,18500,31,0.1,1,0.667,1,0,PL,646
28192,Married,GRADUATE,31,M,78000,30,0.4,0,0.0,1,0,ConsumerLoan,684
9267,Married,12TH,52,M,38000,369,0.107,0,0.0,1,1,ConsumerLoan,715
30448,Married,12TH,37,M,17000,66,0.4,0,0.0,1,1,others,706
25561,Married,12TH,43,M,18000,147,0.5,0,0.0,0,0,ConsumerLoan,677
36927,Single,12TH,22,M,40000,130,0.667,0,1.0,0,0,PL,670
40777,Married,12TH,32,M,42000,81,1.0,0,0.0,0,0,others,668
34228,Married,OTHERS,29,M,20000,143,0.714,1,1.0,0,0,PL,680
19930,Married,12TH,30,M,16000,183,0.625,1,0.333,0,0,PL,692
40207,Married,12TH,44,M,35000,123,1.0,0,0.0,0,0,others,687
45500,Single,UNDER GRADUATE,27,M,30000,74,1.0,0,0.5,0,0,ConsumerLoan,673
18702,Married,12TH,29,M,21000,80,0.0,0,0.0,0,0,ConsumerLoan,671
4905,Married,SSC,31,M,35000,66,0.5,0,0.0,1,0,others,688
24936,Married,12TH,32,F,20000,71,0.0,0,0.0,1,0,others,672
45534,Single,GRADUATE,21,M,17000,109,0.75,0,0.0,0,0,others,680
27020,Married,UNDER GRADUATE,42,M,20000,63,0.667,0,0.0,0,0,AL,714
10475,Single,GRADUATE,24,M,25000,63,1.0,0,1.0,0,0,PL,668
10425,Single,SSC,23,M,16000,63,1.0,0,0.0,0,0,ConsumerLoan,670
45567,Married,SSC,32,M,29500,186,0.308,0,1.0,1,0,ConsumerLoan,640
50600,Single,12TH,22,M,20000,77,1.0,0,0.0,0,0,others,668
24198,Married,GRADUATE,39,M,15000,147,1.0,0,0.0,0,1,HL,677
10092,Single,POST-GRADUATE,23,M,23000,25,1.0,0,0.0,0,0,ConsumerLoan,659
40275,Single,UNDER GRADUATE,22,M,20000,36,0.6,0,0.0,0,0,ConsumerLoan,654
27825,Married,OTHERS,34,M,28500,149,0.2,0,0.0,1,0,ConsumerLoan,667
34061,Single,GRADUATE,23,M,19000,47,0.833,0,0.0,1,0,ConsumerLoan,663
48702,Married,GRADUATE,33,M,51000,125,1.0,0,0.0,0,0,others,672
31135,Married,12TH,44,M,38000,146,0.667,0,0.0,1,1,PL,676
49490,Single,12TH,26,M,14000,53,0.75,0,0.0,1,0,others,701
41173,Married,GRADUATE,39,M,25000,60,0.0,0,0.0,0,0,others,693
25673,Married,GRADUATE,34,M,35000,130,0.379,1,0.0,0,0,others,688
26665,Married,GRADUATE,21,M,16000,70,1.0,0,0.0,1,0,ConsumerLoan,678
983,Married,UNDER GRADUATE,25,M,15000,32,1.0,0,0.0,1,0,ConsumerLoan,678
9073,Single,GRADUATE,30,M,15000,125,1.0,0,0.0,1,0,others,673
30385,Married,UNDER GRADUATE,44,M,42000,185,0.857,0,1.0,0,0,PL,641
46107,Married,GRADUATE,49,M,45000,323,1.0,0,0.0,0,1,ConsumerLoan,687
30946,Married,GRADUATE,29,M,60000,77,0.125,0,1.0,1,0,CC,684
47045,Married,GRADUATE,36,M,25000,88,0.5,0,0.0,0,0,AL,673
23548,Married,POST-GRADUATE,36,M,40000,89,0.6,1,0.0,0,0,others,698
20378,Married,12TH,34,M,25000,130,0.615,1,0.125,0,1,CC,670
3295,Married,UNDER GRADUATE,37,M,25000,192,0.0,0,0.0,0,0,ConsumerLoan,675
48759,Married,OTHERS,36,F,50000,309,0.0,0,1.0,1,0,PL,697
35483,Single,12TH,26,M,15000,53,0.75,1,0.667,0,1,ConsumerLoan,658
37873,Married,UNDER GRADUATE,29,F,25000,186,1.0,0,0.0,0,0,others,681
51251,Married,SSC,44,F,15000,186,1.0,0,0.0,0,0,ConsumerLoan,664
43044,Married,SSC,35,M,17000,62,0.75,0,0.0,0,0,ConsumerLoan,669
397,Married,12TH,47,M,35000,251,0.222,0,1.0,1,0,PL,680
15481,Married,UNDER GRADUATE,45,M,32000,126,1.0,0,0.0,0,0,others,685
6876,Married,SSC,52,M,30000,102,0.0,0,0.0,0,0,others,655
28016,Married,UNDER GRADUATE,38,M,38000,102,1.0,0,0.0,0,0,others,695
24642,Single,UNDER GRADUATE,22,M,40000,154,1.0,0,0.0,0,0,others,680
44790,Married,12TH,41,M,25000,65,0.4,0,1.0,0,0,PL,656
49716,Married,GRADUATE,53,F,21900,72,0.8,1,1.0,0,0,ConsumerLoan,660
30069,Married,12TH,32,M,43000,88,0.167,0,0.0,0,0,ConsumerLoan,685
28662,Married,GRADUATE,29,M,20000,80,0.5,0,0.0,1,0,others,680
47219,Single,GRADUATE,23,M,22000,44,1.0,0,1.0,0,0,ConsumerLoan,659
9336,Married,12TH,48,M,78000,258,0.833,1,0.0,0,1,AL,685
